"Dizziness,_headache,_palpitation_and_chest_tightness",Symptoms,diagnosis,bipolar_disorder,Disease,,
"Difficulty_falling_asleep,_shallow_sleep,_easy_to_wake_up,_difficulty_falling_asleep_again_after_waking_up",Symptoms,diagnosis,bipolar_disorder,Disease,,
"Im_not_interested_in_anything,_I_dont_want_to_do_anything",Symptoms,diagnosis,bipolar_disorder,Disease,,
Have_you_ever_had_the_thought_of_not_wanting_to_live?,Symptoms,diagnosis,bipolar_disorder,Disease,,
"Talks_a_lot,_talks_fast,_and_buys_a_lot_of_things",Symptoms,diagnosis,bipolar_disorder,Disease,,
Euphoria,Symptoms,diagnosis,bipolar_disorder,Disease,,
"distraction,_inattention",Symptoms,diagnosis,bipolar_disorder,Disease,,
decreased_interest,Symptoms,diagnosis,bipolar_disorder,Disease,,
suicidal_tendencies,Symptoms,diagnosis,bipolar_disorder,Disease,,
Prolonged_and_marked_depression,Symptoms,diagnosis,bipolar_disorder,Disease,,
"Reduced_need_for_sleep,_changes_in_appetite_or_sleep",Symptoms,diagnosis,bipolar_disorder,Disease,,
"High_mood,_active_and_talkative",Symptoms,diagnosis,bipolar_disorder,Disease,,
Changes_in_appetite_or_sleep,Symptoms,diagnosis,bipolar_disorder,Disease,,
Psychomotor_agitation_or_retardation,Symptoms,diagnosis,bipolar_disorder,Disease,,
irritable,Symptoms,diagnosis,bipolar_disorder,Disease,,
lack_of_interest,Symptoms,diagnosis,bipolar_disorder,Disease,,
lack_of_concentration,Symptoms,diagnosis,bipolar_disorder,Disease,,
memory_loss,Symptoms,diagnosis,bipolar_disorder,Disease,,
"Depressed,_depressed_and_talk_less",Symptoms,diagnosis,bipolar_disorder,Disease,,
Unresponsive,Symptoms,diagnosis,bipolar_disorder,Disease,,
Euphoria,Symptoms,diagnosis,bipolar_disorder,Disease,,
"High_mood,_quick_thinking,_high_energy",Symptoms,diagnosis,bipolar_disorder,Disease,,
"Reckless_behavior,_irritability,_inability_to_control_oneself,_irritability,_and_obvious_aggressive_behavior",Symptoms,diagnosis,bipolar_disorder,Disease,,
Act_recklessly,Symptoms,diagnosis,bipolar_disorder,Disease,,
Overtly_aggressive_behavior,Symptoms,diagnosis,bipolar_disorder,Disease,,
attempted_suicide_multiple_times,Symptoms,diagnosis,bipolar_disorder,Disease,,
lack_of_interest,Symptoms,diagnosis,bipolar_disorder,Disease,,
lack_of_concentration,Symptoms,diagnosis,bipolar_disorder,Disease,,
memory_loss,Symptoms,diagnosis,bipolar_disorder,Disease,,
"Depressed,_depressed_and_talk_less",Symptoms,diagnosis,bipolar_disorder,Disease,,
Unresponsive,Symptoms,diagnosis,bipolar_disorder,Disease,,
Euphoria,Symptoms,diagnosis,bipolar_disorder,Disease,,
"High_mood,_quick_thinking,_high_energy",Symptoms,diagnosis,bipolar_disorder,Disease,,
"Reckless_behavior,_irritability,_inability_to_control_oneself,_irritability,_and_obvious_aggressive_behavior",Symptoms,diagnosis,bipolar_disorder,Disease,,
Act_recklessly,Symptoms,diagnosis,bipolar_disorder,Disease,,
Overtly_aggressive_behavior,Symptoms,diagnosis,bipolar_disorder,Disease,,
attempted_suicide_multiple_times,Symptoms,diagnosis,bipolar_disorder,Disease,,
lack_of_interest,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
lack_of_concentration,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
memory_loss,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
"Depressed,_depressed_and_talk_less",Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Unresponsive,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Euphoria,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
"High_mood,_quick_thinking,_high_energy",Symptoms,main_diagnosis,bipolar_disorder,Disease,,
"Reckless_behavior,_irritability,_inability_to_control_oneself,_irritability,_and_obvious_aggressive_behavior",Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Act_recklessly,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Overtly_aggressive_behavior,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
attempted_suicide_multiple_times,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Anxiety_symptoms_secondary_to_his_or_her_depressive_mood,Symptoms,Differential_diagnosis,Generalized_anxiety,Disease,,
Suspicious_auditory_hallucinations,Symptoms,Differential_diagnosis,Generalized_anxiety,Disease,,
Anxiety_symptoms_secondary_to_his_or_her_depressive_mood,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Suspicious_auditory_hallucinations,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Anxiety_symptoms_secondary_to_his_or_her_depressive_mood,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Suspicious_auditory_hallucinations,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Impact_on_patients_social_functioning,social_function,diagnosis,bipolar_disorder,Disease,,
causing_great_pain_to_patients,mental_anguish,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
Emotions_running_high,Signs,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
Irritability,Signs,diagnosis,bipolar_disorder,Disease,,
somatic_symptoms,Signs,diagnosis,bipolar_disorder,Disease,,
sleep_disorder,Signs,diagnosis,bipolar_disorder,Disease,,
anhedonia,Signs,diagnosis,bipolar_disorder,Disease,,
suicide,Signs,diagnosis,bipolar_disorder,Disease,,
Emotions_running_high,Signs,diagnosis,bipolar_disorder,Disease,,
Euphoria,Signs,diagnosis,bipolar_disorder,Disease,,
diminished_attention,Signs,diagnosis,bipolar_disorder,Disease,,
anhedonia,Signs,diagnosis,bipolar_disorder,Disease,,
suicide,Signs,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
sleep_disorder,Signs,diagnosis,bipolar_disorder,Disease,,
Emotions_running_high,Signs,diagnosis,bipolar_disorder,Disease,,
dysphagia,Signs,diagnosis,bipolar_disorder,Disease,,
Psychomotor_agitation_or_retardation,Signs,diagnosis,bipolar_disorder,Disease,,
Irritability,Signs,diagnosis,bipolar_disorder,Disease,,
anhedonia,Signs,diagnosis,bipolar_disorder,Disease,,
diminished_attention,Signs,diagnosis,bipolar_disorder,Disease,,
memory_loss,Signs,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
slow_thinking,Signs,diagnosis,bipolar_disorder,Disease,,
Euphoria,Signs,diagnosis,bipolar_disorder,Disease,,
Emotions_running_high,Signs,diagnosis,bipolar_disorder,Disease,,
Irritability,Signs,diagnosis,bipolar_disorder,Disease,,
impulsive_behavior,Signs,diagnosis,bipolar_disorder,Disease,,
aggressive_behavior,Signs,diagnosis,bipolar_disorder,Disease,,
suicide,Signs,diagnosis,bipolar_disorder,Disease,,
anhedonia,Signs,diagnosis,bipolar_disorder,Disease,,
diminished_attention,Signs,diagnosis,bipolar_disorder,Disease,,
memory_loss,Signs,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
slow_thinking,Signs,diagnosis,bipolar_disorder,Disease,,
Euphoria,Signs,diagnosis,bipolar_disorder,Disease,,
Emotions_running_high,Signs,diagnosis,bipolar_disorder,Disease,,
Irritability,Signs,diagnosis,bipolar_disorder,Disease,,
impulsive_behavior,Signs,diagnosis,bipolar_disorder,Disease,,
aggressive_behavior,Signs,diagnosis,bipolar_disorder,Disease,,
suicide,Signs,diagnosis,bipolar_disorder,Disease,,
anhedonia,Signs,main_diagnosis,bipolar_disorder,Disease,,
diminished_attention,Signs,main_diagnosis,bipolar_disorder,Disease,,
memory_loss,Signs,main_diagnosis,bipolar_disorder,Disease,,
Depression,Signs,main_diagnosis,bipolar_disorder,Disease,,
slow_thinking,Signs,main_diagnosis,bipolar_disorder,Disease,,
Euphoria,Signs,main_diagnosis,bipolar_disorder,Disease,,
Emotions_running_high,Signs,main_diagnosis,bipolar_disorder,Disease,,
Irritability,Signs,main_diagnosis,bipolar_disorder,Disease,,
impulsive_behavior,Signs,main_diagnosis,bipolar_disorder,Disease,,
aggressive_behavior,Signs,main_diagnosis,bipolar_disorder,Disease,,
suicide,Signs,main_diagnosis,bipolar_disorder,Disease,,
Anxiety,Signs,Differential_diagnosis,Generalized_anxiety,Disease,,
Auditory_hallucinations,Signs,Differential_diagnosis,Generalized_anxiety,Disease,,
Anxiety,Signs,Differential_diagnosis,Schizophrenia,Disease,,
Auditory_hallucinations,Signs,Differential_diagnosis,Schizophrenia,Disease,,
Anxiety,Signs,Differential_diagnosis,Schizophrenia,Disease,,
Auditory_hallucinations,Signs,Differential_diagnosis,Schizophrenia,Disease,,
101157824,Patient,Illness,Recurrent_depressive_disorder,Disease,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
"Bad_mood,_depressed",Symptoms,Corresponds_to,Depression,Signs,,
"Not_wanting_to_do_things,_feeling_numb_to_things_around_me",Symptoms,Corresponds_to,anhedonia,Signs,,
"Poor_appetite,_don’t_want_to_eat",Symptoms,Corresponds_to,dysphagia,Signs,,
"Headache,_dizziness,_chest_tightness,_palpitation",Symptoms,Corresponds_to,somatic_symptoms,Signs,,
"Poor_sleep,_difficulty_falling_asleep,_and_staying_awake_all_night",Symptoms,Corresponds_to,sleep_disorder,Signs,,
"irritable,_worried",Symptoms,Corresponds_to,Anxiety,Signs,,
Nothing_of_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
"Poor_diet,_no_appetite_for_meals",Symptoms,Corresponds_to,dysphagia,Signs,,
Poor_sleep_and_difficulty_falling_asleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
Clear_consciousness,Symptoms,Corresponds_to,disorder_of_consciousness,Signs,,
Correct_orientation,Symptoms,Corresponds_to,Disorientation,Signs,,
contact_passive,Symptoms,Corresponds_to,Barriers_to_access,Signs,,
"Depressed_mood,_negative_thinking",Symptoms,Corresponds_to,Depression,Signs,,
"Negative_and_pessimistic,_decreased_interest,_anhedonia",Symptoms,Corresponds_to,anhedonia,Signs,,
Partial_insight_exists,Symptoms,Corresponds_to,Insufficient_insight,Signs,,
"irritable,_worried",Symptoms,Corresponds_to,Anxiety,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Decreased_energy_and_slow_reaction_times,Symptoms,Corresponds_to,slow_thinking,Signs,,
lack_of_concentration,Symptoms,Corresponds_to,diminished_attention,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
"Chest_tightness,_chest_congestion",Symptoms,Corresponds_to,somatic_symptoms,Signs,,
poor_food_and_nutrition,Symptoms,Corresponds_to,dysphagia,Signs,,
Clear_consciousness,Symptoms,Corresponds_to,disorder_of_consciousness,Signs,,
Correct_orientation,Symptoms,Corresponds_to,Disorientation,Signs,,
contact_passive,Symptoms,Corresponds_to,Barriers_to_access,Signs,,
"Depressed_mood,_negative_thinking",Symptoms,Corresponds_to,Depression,Signs,,
"Negative_and_pessimistic,_decreased_interest,_anhedonia",Symptoms,Corresponds_to,anhedonia,Signs,,
Partial_insight_exists,Symptoms,Corresponds_to,Insufficient_insight,Signs,,
"irritable,_worried",Symptoms,Corresponds_to,Anxiety,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Decreased_energy_and_slow_reaction_times,Symptoms,Corresponds_to,slow_thinking,Signs,,
lack_of_concentration,Symptoms,Corresponds_to,diminished_attention,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
"Chest_tightness,_chest_congestion",Symptoms,Corresponds_to,somatic_symptoms,Signs,,
poor_food_and_nutrition,Symptoms,Corresponds_to,dysphagia,Signs,,
"irritable,_worried",Symptoms,Corresponds_to,Anxiety,Signs,,
Nothing_of_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
"Poor_diet,_no_appetite_for_meals",Symptoms,Corresponds_to,dysphagia,Signs,,
Poor_sleep_and_difficulty_falling_asleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
Brain_or_physical_diseases_that_can_cause_brain_dysfunction,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Anxiety_symptoms_secondary_to_his_or_her_depressive_mood,Symptoms,Corresponds_to,Anxiety,Signs,,
temporary_relationship_delusions,Symptoms,Corresponds_to,Delusion,Signs,,
Manic_episode_symptoms,Symptoms,Corresponds_to,manic_arousal,Signs,,
Suspicious_auditory_hallucinations,Symptoms,Corresponds_to,Phantom,Signs,,
Effexor,Medication,treat,Recurrent_depressive_disorder,Disease,,
Mirtazapine,Medication,treat,Recurrent_depressive_disorder,Disease,,
Wuling_capsule,Medication,treat,Recurrent_depressive_disorder,Disease,,
Clonazepam,Medication,treat,Recurrent_depressive_disorder,Disease,,
Eszopiclone,Medication,treat,Recurrent_depressive_disorder,Disease,,
Gastrodia_intravenous_drip,Medication,treat,Recurrent_depressive_disorder,Disease,,
Bad_mood,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Poor_sleep,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Bad_mood,_depressed",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Not_wanting_to_do_things,_feeling_numb_to_things_around_me",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Poor_appetite,_don’t_want_to_eat",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Headache,_dizziness,_chest_tightness,_palpitation",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Poor_sleep,_difficulty_falling_asleep,_and_staying_awake_all_night",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"irritable,_worried",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Nothing_of_interest,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Poor_diet,_no_appetite_for_meals",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Poor_sleep_and_difficulty_falling_asleep,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Bad_mood,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Clear_consciousness,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Correct_orientation,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
contact_passive,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Depressed_mood,_negative_thinking",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Negative_and_pessimistic,_decreased_interest,_anhedonia",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Partial_insight_exists,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"irritable,_worried",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Poor_sleep,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Decreased_energy_and_slow_reaction_times,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
lack_of_concentration,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Decline_of_memory,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Chest_tightness,_chest_congestion",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
poor_food_and_nutrition,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Clear_consciousness,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Correct_orientation,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
contact_passive,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Depressed_mood,_negative_thinking",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Negative_and_pessimistic,_decreased_interest,_anhedonia",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Partial_insight_exists,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"irritable,_worried",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Poor_sleep,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Decreased_energy_and_slow_reaction_times,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
lack_of_concentration,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Decline_of_memory,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"Chest_tightness,_chest_congestion",Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
poor_food_and_nutrition,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
"irritable,_worried",Symptoms,main_diagnosis,Recurrent_depressive_disorder,Disease,,
Nothing_of_interest,Symptoms,main_diagnosis,Recurrent_depressive_disorder,Disease,,
"Poor_diet,_no_appetite_for_meals",Symptoms,main_diagnosis,Recurrent_depressive_disorder,Disease,,
Poor_sleep_and_difficulty_falling_asleep,Symptoms,main_diagnosis,Recurrent_depressive_disorder,Disease,,
Bad_mood,Symptoms,main_diagnosis,Recurrent_depressive_disorder,Disease,,
Brain_or_physical_diseases_that_can_cause_brain_dysfunction,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
Anxiety_symptoms_secondary_to_his_or_her_depressive_mood,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
temporary_relationship_delusions,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
Manic_episode_symptoms,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
Brain_or_physical_diseases_that_can_cause_brain_dysfunction,Symptoms,Differential_diagnosis,Generalized_anxiety,Disease,,
Anxiety_symptoms_secondary_to_his_or_her_depressive_mood,Symptoms,Differential_diagnosis,Generalized_anxiety,Disease,,
temporary_relationship_delusions,Symptoms,Differential_diagnosis,Generalized_anxiety,Disease,,
Manic_episode_symptoms,Symptoms,Differential_diagnosis,Generalized_anxiety,Disease,,
Brain_or_physical_diseases_that_can_cause_brain_dysfunction,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Anxiety_symptoms_secondary_to_his_or_her_depressive_mood,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
temporary_relationship_delusions,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Manic_episode_symptoms,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Brain_or_physical_diseases_that_can_cause_brain_dysfunction,Symptoms,Differential_diagnosis,bipolar_disorder,Disease,,
Anxiety_symptoms_secondary_to_his_or_her_depressive_mood,Symptoms,Differential_diagnosis,bipolar_disorder,Disease,,
temporary_relationship_delusions,Symptoms,Differential_diagnosis,bipolar_disorder,Disease,,
Manic_episode_symptoms,Symptoms,Differential_diagnosis,bipolar_disorder,Disease,,
Brain_or_physical_diseases_that_can_cause_brain_dysfunction,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Anxiety_symptoms_secondary_to_his_or_her_depressive_mood,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
temporary_relationship_delusions,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Manic_episode_symptoms,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Depression,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
sleep_disorder,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Depression,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
anhedonia,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
